Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
4,0,System,0x84233ad8,74,627,N/A,False,2017-12-08,20:29:19.000000,UTC,N/A,-,-,-
*,252,4,smss.exe,0x943ff708,2,29,N/A,False,2017-12-08,20:29:19.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\smss.exe,-,-
328,320,csrss.exe,0x85b04d28,9,644,0,False,2017-12-08,20:29:21.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\csrss.exe,-,-
376,320,wininit.exe,0x85883728,3,76,0,False,2017-12-08,20:29:21.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\wininit.exe,-,-
*,492,376,lsm.exe,0x85b1f1b8,11,163,0,False,2017-12-08,20:29:21.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\lsm.exe,-,-
*,468,376,services.exe,0x85b1e918,12,241,0,False,2017-12-08,20:29:21.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\services.exe,C:\Windows\system32\services.exe,C:\Windows\system32\services.exe
**,3588,468,NisSrv.exe,0x85fb8458,12,233,0,False,2017-12-08,20:30:26.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Security,Client\NisSrv.exe,"""c:\Program",Files\Microsoft,Security,"Client\NisSrv.exe""",c:\Program,Files\Microsoft,Security,Client\NisSrv.exe
**,1160,468,svchost.exe,0x85c5e838,20,497,0,False,2017-12-08,20:29:23.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,NetworkService,C:\Windows\system32\svchost.exe
**,1656,468,BBSvc.EXE,0x8513da40,6,80,0,False,2017-12-08,20:29:24.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft\BingBar\7.3.117.0\BBSvc.EXE,"""c:\program","files\microsoft\bingbar\7.3.117.0\bbsvc.exe""",C:\Program,Files\Microsoft\BingBar\7.3.117.0\BBSvc.exe
**,656,468,VBoxService.ex,0x85be0680,12,116,0,False,2017-12-08,20:29:21.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\VBoxService.exe,C:\Windows\System32\VBoxService.exe,C:\Windows\System32\VBoxService.exe
**,1936,468,svchost.exe,0x85e58288,12,320,0,False,2017-12-08,20:29:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,utcsvc,C:\Windows\System32\svchost.exe
**,3088,468,wmpnetwk.exe,0x8606ad28,10,205,0,False,2017-12-08,20:29:33.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Windows,Media,Player\wmpnetwk.exe,"""C:\Program",Files\Windows,Media,"Player\wmpnetwk.exe""",C:\Program,Files\Windows,Media,Player\wmpnetwk.exe
**,532,468,FoxitConnected,0x84b6dd28,17,352,0,False,2017-12-08,20:29:27.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Foxit,Software\Foxit,Reader\FoxitConnectedPDFService.exe,"""C:\Program",Files\Foxit,Software\Foxit,"Reader\FoxitConnectedPDFService.exe""",C:\Program,Files\Foxit,Software\Foxit,Reader\FoxitConnectedPDFService.exe
**,3992,468,svchost.exe,0x851b8950,5,43,0,False,2017-12-08,20:30:31.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,WerSvcGroup,C:\Windows\System32\svchost.exe
**,284,468,svchost.exe,0x84b6b030,29,305,0,False,2017-12-08,20:29:26.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceAndNoImpersonation,C:\Windows\system32\svchost.exe
**,932,468,svchost.exe,0x85c84908,16,322,0,False,2017-12-08,20:29:22.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalSystemNetworkRestricted,C:\Windows\System32\svchost.exe
***,1444,932,dwm.exe,0x85d4c868,7,89,1,False,2017-12-08,20:29:24.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\dwm.exe,-,-
**,4260,468,svchost.exe,0x84375650,8,117,0,False,2017-12-08,20:31:06.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,imgsvc,C:\Windows\system32\svchost.exe
