Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
4,0,System,0x83859c868040,129,-,N/A,False,2024-09-17,22:12:55.000000,UTC,N/A,-,-,-
*,312,4,smss.exe,0x83859ce88080,2,-,N/A,False,2024-09-17,22:12:55.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\smss.exe,-,-
*,1528,4,MemCompression,0x8385a120d040,34,-,N/A,False,2024-09-17,22:13:27.000000,UTC,N/A,MemCompression,-,-
*,92,4,Registry,0x83859c9a8040,4,-,N/A,False,2024-09-17,22:12:48.000000,UTC,N/A,Registry,-,-
420,408,csrss.exe,0x83859cfbc080,10,-,0,False,2024-09-17,22:13:12.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\csrss.exe,-,-
496,408,wininit.exe,0x8385a1cad080,1,-,0,False,2024-09-17,22:13:15.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\wininit.exe,-,-
*,632,496,services.exe,0x8385a1a0e080,7,-,0,False,2024-09-17,22:13:16.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\services.exe,C:\Windows\system32\services.exe,C:\Windows\system32\services.exe
**,3844,632,SgrmBroker.exe,0x8385a40cd340,7,-,0,False,2024-09-17,22:15:36.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\SgrmBroker.exe,C:\Windows\system32\SgrmBroker.exe,C:\Windows\system32\SgrmBroker.exe
**,892,632,svchost.exe,0x8385a2a2e240,8,-,0,False,2024-09-17,22:13:20.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,RPCSS,-p,C:\Windows\system32\svchost.exe
**,1932,632,svchost.exe,0x8385a2f72340,3,-,0,False,2024-09-17,22:13:30.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,appmodel,-p,C:\Windows\system32\svchost.exe
**,2192,632,MsMpEng.exe,0x8385a31f8240,26,-,0,False,2024-09-17,22:13:34.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files\Windows,Defender\MsMpEng.exe,"""C:\Program",Files\Windows,"Defender\MsMpEng.exe""",C:\Program,Files\Windows,Defender\MsMpEng.exe
**,5144,632,SecurityHealth,0x83859cf0c240,9,-,0,False,2024-09-17,22:14:14.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\SecurityHealthService.exe,C:\Windows\system32\SecurityHealthService.exe,C:\Windows\system32\SecurityHealthService.exe
**,1188,632,svchost.exe,0x8385a2e162c0,25,-,0,False,2024-09-17,22:13:24.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalService,-p,C:\Windows\system32\svchost.exe
**,1828,632,svchost.exe,0x8385a2f3d300,9,-,0,False,2024-09-17,22:13:30.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,-p,C:\Windows\System32\svchost.exe
**,424,632,svchost.exe,0x8385a2b93200,58,-,0,False,2024-09-17,22:13:23.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,netsvcs,-p,C:\Windows\system32\svchost.exe
***,1656,424,taskhostw.exe,0x8385a34f8300,7,-,1,False,2024-09-17,22:13:44.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\taskhostw.exe,taskhostw.exe,{222A245B-E637-4AE9-A93F-A59CA119A75E},C:\Windows\system32\taskhostw.exe
***,5632,424,taskhostw.exe,0x8385a4a14340,4,-,1,False,2024-09-17,22:28:47.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\taskhostw.exe,taskhostw.exe,C:\Windows\system32\taskhostw.exe
***,2180,424,sihost.exe,0x8385a34ef280,9,-,1,False,2024-09-17,22:13:43.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\sihost.exe,sihost.exe,C:\Windows\system32\sihost.exe
***,764,424,MicrosoftEdgeU,0x8385a34f6300,4,-,0,True,2024-09-17,22:13:43.000000,UTC,N/A,\Device\HarddiskVolume1\Program,Files,(x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,-,-
**,2472,632,svchost.exe,0x8385a324d080,7,-,0,False,2024-09-17,22:13:36.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,C:\Windows\System32\svchost.exe
**,3368,632,svchost.exe,0x8385a38612c0,4,-,1,False,2024-09-17,22:13:47.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,ClipboardSvcGroup,-p,C:\Windows\system32\svchost.exe
**,816,632,svchost.exe,0x8385a1d45240,13,-,0,False,2024-09-17,22:13:19.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,DcomLaunch,-p,C:\Windows\system32\svchost.exe
***,2784,816,ApplicationFra,0x8385a3b8c080,1,-,1,False,2024-09-17,22:17:09.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\ApplicationFrameHost.exe,C:\Windows\system32\ApplicationFrameHost.exe,-Embedding,C:\Windows\system32\ApplicationFrameHost.exe
***,932,816,RuntimeBroker.,0x8385a46092c0,2,-,1,False,2024-09-17,22:18:58.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,-Embedding,C:\Windows\System32\RuntimeBroker.exe
***,376,816,TiWorker.exe,0x8385a2bf7080,3,-,0,False,2024-09-17,22:42:14.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4892_none_7de7b6f67ca95529\TiWorker.exe,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4892_none_7de7b6f67ca95529\TiWorker.exe,-Embedding,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4892_none_7de7b6f67ca95529\TiWorker.exe
***,3880,816,StartMenuExper,0x8385a3a36080,6,-,1,False,2024-09-17,22:13:53.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,"""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe""",-ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
***,4008,816,RuntimeBroker.,0x8385a3907080,1,-,1,False,2024-09-17,22:13:54.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,-Embedding,C:\Windows\System32\RuntimeBroker.exe
***,4680,816,ShellExperienc,0x83859cf11080,14,-,1,False,2024-09-17,22:16:55.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,-,-
***,4204,816,RuntimeBroker.,0x8385a411b2c0,6,-,1,False,2024-09-17,22:13:57.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,-Embedding,C:\Windows\System32\RuntimeBroker.exe
***,4940,816,RuntimeBroker.,0x8385a37dc080,4,-,1,False,2024-09-17,22:14:02.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,-Embedding,C:\Windows\System32\RuntimeBroker.exe
***,4748,816,dllhost.exe,0x83859f370300,7,-,1,False,2024-09-17,22:14:11.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\dllhost.exe,C:\Windows\system32\DllHost.exe,/Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},C:\Windows\system32\DllHost.exe
***,2608,816,SearchApp.exe,0x8385a3b89080,38,-,1,False,2024-09-17,22:13:56.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,-,-
***,4848,816,MoUsoCoreWorke,0x8385a3cd2080,12,-,0,False,2024-09-17,22:15:37.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\MoUsoCoreWorker.exe,C:\Windows\System32\mousocoreworker.exe,-Embedding,C:\Windows\System32\mousocoreworker.exe
****,5028,4848,wuauclt.exe,0x8385a2aca080,5,-,0,False,2024-09-17,22:41:30.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\wuauclt.exe,"""C:\Windows\system32\wuauclt.exe""",/UpdateDeploymentProvider,UpdateDeploymentProvider.dll,/ClassId,285f61f9-4132-4f74-87db-3a67f12d9642,/RunHandlerComServer,C:\Windows\system32\wuauclt.exe
***,5424,816,RuntimeBroker.,0x8385a34b9080,2,-,1,False,2024-09-17,22:16:58.000000,UTC,N/A,\Device\HarddiskVolume1\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,-Embedding,C:\Windows\System32\RuntimeBroker.exe
