Volatility,3,Framework,2.9.0
PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
4,0,System,0x84233ad8,74,609,N/A,False,2017-12-08,21:12:22.000000,UTC,N/A,-,-,-
*,252,4,smss.exe,0x851d3708,2,29,N/A,False,2017-12-08,21:12:22.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\smss.exe,-,-
328,320,csrss.exe,0x850806d0,9,583,0,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\csrss.exe,%SystemRoot%\system32\csrss.exe,ObjectDirectory=\Windows,"SharedSection=1024,12288,512",Windows=On,SubSystemType=Windows,"ServerDll=basesrv,1","ServerDll=winsrv:UserServerDllInitialization,3","ServerDll=winsrv:ConServerDllInitialization,2","ServerDll=sxssrv,4",ProfileControl=Off,MaxRequestThreads=16,C:\Windows\system32\csrss.exe
376,320,wininit.exe,0x85a6c788,3,76,0,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\wininit.exe,-,-
*,492,376,lsm.exe,0x85abc9b0,10,170,0,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\lsm.exe,-,-
*,468,376,services.exe,0x85b08d28,12,249,0,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\services.exe,C:\Windows\system32\services.exe,C:\Windows\system32\services.exe
**,1412,468,svchost.exe,0x85d6c9e0,23,334,0,False,2017-12-08,21:12:30.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalServiceNoNetwork,C:\Windows\system32\svchost.exe
**,2952,468,SearchIndexer.,0x8545f4e8,14,579,0,False,2017-12-08,21:12:39.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\SearchIndexer.exe,C:\Windows\system32\SearchIndexer.exe,/Embedding,C:\Windows\system32\SearchIndexer.exe
***,3272,2952,SearchFilterHo,0x85c747a8,5,85,0,False,2017-12-08,21:12:41.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\SearchFilterHost.exe,-,-
***,3252,2952,SearchProtocol,0x8633dd28,9,295,0,False,2017-12-08,21:12:41.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\SearchProtocolHost.exe,-,-
**,1164,468,svchost.exe,0x85c78d28,18,400,0,False,2017-12-08,21:12:30.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,NetworkService,C:\Windows\system32\svchost.exe
**,656,468,VBoxService.ex,0x85bae6e8,12,116,0,False,2017-12-08,21:12:26.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\VBoxService.exe,C:\Windows\System32\VBoxService.exe,C:\Windows\System32\VBoxService.exe
**,1808,468,svchost.exe,0x85e7dd28,12,319,0,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,utcsvc,C:\Windows\System32\svchost.exe
**,3088,468,wmpnetwk.exe,0x8633a890,10,206,0,False,2017-12-08,21:12:40.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Windows,Media,Player\wmpnetwk.exe,"""C:\Program",Files\Windows,Media,"Player\wmpnetwk.exe""",C:\Program,Files\Windows,Media,Player\wmpnetwk.exe
**,1568,468,BBSvc.EXE,0x85c3c420,6,80,0,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft\BingBar\7.3.117.0\BBSvc.EXE,"""c:\program","files\microsoft\bingbar\7.3.117.0\bbsvc.exe""",C:\Program,Files\Microsoft\BingBar\7.3.117.0\BBSvc.exe
**,936,468,svchost.exe,0x90f40030,16,322,0,False,2017-12-08,21:12:29.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalSystemNetworkRestricted,C:\Windows\System32\svchost.exe
***,1664,936,dwm.exe,0x85e15d28,7,93,1,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\dwm.exe,"""C:\Windows\system32\Dwm.exe""",C:\Windows\system32\Dwm.exe
**,4776,468,NisSrv.exe,0x85d3f030,12,233,0,False,2017-12-08,21:13:32.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Security,Client\NisSrv.exe,"""c:\Program",Files\Microsoft,Security,"Client\NisSrv.exe""",c:\Program,Files\Microsoft,Security,Client\NisSrv.exe
**,4912,468,sppsvc.exe,0x84840b30,6,64,0,False,2017-12-08,21:14:46.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\sppsvc.exe,C:\Windows\system32\sppsvc.exe,C:\Windows\system32\sppsvc.exe
**,1344,468,spoolsv.exe,0x85d505e8,14,272,0,False,2017-12-08,21:12:30.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\spoolsv.exe,C:\Windows\System32\spoolsv.exe,C:\Windows\System32\spoolsv.exe
**,708,468,svchost.exe,0x85b1f958,9,335,0,False,2017-12-08,21:12:26.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,RPCSS,C:\Windows\system32\svchost.exe
**,1608,468,OfficeClickToR,0x85ddd500,20,493,0,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Common,Files\microsoft,shared\ClickToRun\OfficeClickToRun.exe,"""C:\Program",Files\Common,Files\Microsoft,"Shared\ClickToRun\OfficeClickToRun.exe""",/service,C:\Program,Files\Common,Files\Microsoft,Shared\ClickToRun\OfficeClickToRun.exe
**,2380,468,svchost.exe,0x867b2640,5,91,0,False,2017-12-08,21:12:35.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,-,-
**,592,468,svchost.exe,0x85b66030,10,369,0,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,DcomLaunch,C:\Windows\system32\svchost.exe
***,2208,592,WmiPrvSE.exe,0x860a3930,9,209,0,False,2017-12-08,21:12:34.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSE.exe,C:\Windows\system32\wbem\wmiprvse.exe,C:\Windows\system32\wbem\wmiprvse.exe
**,976,468,svchost.exe,0x856943a8,20,370,0,False,2017-12-08,21:12:29.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,LocalService,C:\Windows\system32\svchost.exe
**,5968,468,svchost.exe,0x8624ab60,5,43,0,False,2017-12-08,21:13:54.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,WerSvcGroup,C:\Windows\System32\svchost.exe
**,1496,468,taskhost.exe,0x85dc42c0,10,260,1,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\taskhost.exe,"""taskhost.exe""",C:\Windows\system32\taskhost.exe
**,2008,468,svchost.exe,0x90c6a6e0,14,221,0,False,2017-12-08,21:12:32.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,-,-
**,4188,468,svchost.exe,0x84942d28,8,117,0,False,2017-12-08,21:14:33.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,imgsvc,C:\Windows\system32\svchost.exe
**,1892,468,DictUpdater.ex,0x85e7fd28,5,91,0,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Bing,Dictionary\DictUpdater.exe,"""C:\Program",Files\Microsoft,Bing,"Dictionary\DictUpdater.exe""",C:\Program,Files\Microsoft,Bing,Dictionary\DictUpdater.exe
**,884,468,svchost.exe,0x85be7a58,19,418,0,False,2017-12-08,21:12:29.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,-k,LocalServiceNetworkRestricted,C:\Windows\System32\svchost.exe
***,1068,884,audiodg.exe,0x85c9e198,6,147,0,False,2017-12-08,21:12:30.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\audiodg.exe,C:\Windows\system32\AUDIODG.EXE,0x2bc,C:\Windows\system32\AUDIODG.EXE
**,1012,468,svchost.exe,0x85c6a9c0,35,970,0,False,2017-12-08,21:12:30.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe,-k,netsvcs,C:\Windows\system32\svchost.exe
***,1804,1012,taskeng.exe,0x8fa6e3f0,6,81,0,False,2017-12-08,21:12:33.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\taskeng.exe,-,-
**,1524,468,AlibabaProtect,0x85670720,26,665,0,False,2017-12-08,21:12:31.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\AlibabaProtect\1.0.9.673\AlibabaProtect.exe,"""C:\Program","Files\AlibabaProtect\1.0.9.673\AlibabaProtect.exe""",C:\Program,Files\AlibabaProtect\1.0.9.673\AlibabaProtect.exe
**,3572,468,taskhost.exe,0x84c00030,6,94,1,False,2017-12-08,21:15:00.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\taskhost.exe,"""taskhost.exe""",C:\Windows\system32\taskhost.exe
**,760,468,MsMpEng.exe,0x85bd8d28,33,583,0,False,2017-12-08,21:12:26.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Microsoft,Security,Client\MsMpEng.exe,"""c:\Program",Files\Microsoft,Security,"Client\MsMpEng.exe""",c:\Program,Files\Microsoft,Security,Client\MsMpEng.exe
**,2044,468,FoxitConnected,0x842d9d28,18,353,0,False,2017-12-08,21:12:32.000000,UTC,N/A,\Device\HarddiskVolume2\Program,Files\Foxit,Software\Foxit,Reader\FoxitConnectedPDFService.exe,"""C:\Program",Files\Foxit,Software\Foxit,"Reader\FoxitConnectedPDFService.exe""",C:\Program,Files\Foxit,Software\Foxit,Reader\FoxitConnectedPDFService.exe
*,484,376,lsass.exe,0x85b0f030,7,841,0,False,2017-12-08,21:12:25.000000,UTC,N/A,\Device\HarddiskVolume2\Windows\System32\lsass.exe,C:\Windows\system32\lsass.exe,C:\Windows\system32\lsass.exe
